source,title,company,location,city,state,lat,lon,date_posted,job_type,seniority,skills,skills_list,salary_min,salary_max,currency,url,description,sentiment
ACRA,Lab Analyst,GeoCultural Analytics,"Boston, MA",Boston,MA,42.3601,-71.0589,2026-01-31,lab/analyst,mid,FPIC (Free;Heritage Policy Analysis;Historic Materials Conservation;Masonry Conservation;NEPA;NRHP Evaluation Criteria;Phase I Archaeological Survey;Remote Sensing Classification;Residue/Use-Wear Analysis,"[""FPIC (Free"", ""Heritage Policy Analysis"", ""Historic Materials Conservation"", ""Masonry Conservation"", ""NEPA"", ""NRHP Evaluation Criteria"", ""Phase I Archaeological Survey"", ""Remote Sensing Classification"", ""Residue/Use-Wear Analysis""]",59504.0,66588.0,USD,https://example.com/demo/job/118,"Lab Analyst at GeoCultural Analytics. Key skills include FPIC (Free, Heritage Policy Analysis, Historic Materials Conservation, Masonry Conservation, NEPA. This is synthetic demo data.",0.085
ACRA,Senior Artifact Analyst,Regional Heritage Associates,"San Antonio, TX",San Antonio,TX,29.4241,-98.4936,2025-10-27,lab/analyst,lead/PI,Adobe Photoshop;Burra Charter Principles;Grant Writing for Heritage Programs;Masonry Conservation;Primavera P6;Revit (BIM for Heritage);Section 106 Regulations (36 CFR 800);Zooarchaeology (Faunal Analysis),"[""Adobe Photoshop"", ""Burra Charter Principles"", ""Grant Writing for Heritage Programs"", ""Masonry Conservation"", ""Primavera P6"", ""Revit (BIM for Heritage)"", ""Section 106 Regulations (36 CFR 800)"", ""Zooarchaeology (Faunal Analysis)""]",101473.0,130166.0,USD,https://example.com/demo/job/119,"Senior Artifact Analyst at Regional Heritage Associates. Key skills include Adobe Photoshop, Burra Charter Principles, Grant Writing for Heritage Programs, Masonry Conservation, Primavera P6. This is synthetic demo data.",0.498
AAA,Artifact Analyst,Frontier Cultural Resources,"Chicago, IL",Chicago,IL,41.8781,-87.6298,2025-12-13,lab/analyst,lead/PI,BLM Archaeology Permit;File/Enterprise Geodatabase;Microsoft Project;Section 106,"[""BLM Archaeology Permit"", ""File/Enterprise Geodatabase"", ""Microsoft Project"", ""Section 106""]",108649.0,138537.0,USD,https://example.com/demo/job/120,"Artifact Analyst at Frontier Cultural Resources. Key skills include BLM Archaeology Permit, File/Enterprise Geodatabase, Microsoft Project, Section 106. This is synthetic demo data.",0.422
ACRA,Architectural Historian,Sagebrush Archaeology,"Salt Lake City, UT",Salt Lake City,UT,40.7608,-111.891,2026-01-09,architectural-historian,lead/PI,Adobe Illustrator;Conservation Management Plan;NEPA;Repatriation Policy & Procedures;Section 106 Finding of Effect;Stone Conservation,"[""Adobe Illustrator"", ""Conservation Management Plan"", ""NEPA"", ""Repatriation Policy & Procedures"", ""Section 106 Finding of Effect"", ""Stone Conservation""]",112092.0,136759.0,USD,https://example.com/demo/job/121,"Architectural Historian at Sagebrush Archaeology. Key skills include Adobe Illustrator, Conservation Management Plan, NEPA, Repatriation Policy & Procedures, Section 106 Finding of Effect. This is synthetic demo data.",-0.077
AAA,Senior Architectural Historian,Bay Area Preservation,"Chicago, IL",Chicago,IL,41.8781,-87.6298,2026-01-09,architectural-historian,lead/PI,Curation Agreements;Heritage Management Plan;NEPA;Public Interpretation & Education;Section 106,"[""Curation Agreements"", ""Heritage Management Plan"", ""NEPA"", ""Public Interpretation & Education"", ""Section 106""]",,,,https://example.com/demo/job/122,"Senior Architectural Historian at Bay Area Preservation. Key skills include Curation Agreements, Heritage Management Plan, NEPA, Public Interpretation & Education, Section 106. This is synthetic demo data.",0.468
AAA,Cultural Resources Planner,Capitol Heritage Advisors,"Portland, OR",Portland,OR,45.5152,-122.6784,2026-01-26,architectural-historian,entry,Accessioning & Cataloging;Emergency Preparedness (Collections/Sites);Metal Conservation;NEPA;SHPO Consultation;Zooarchaeology (Faunal Analysis),"[""Accessioning & Cataloging"", ""Emergency Preparedness (Collections/Sites)"", ""Metal Conservation"", ""NEPA"", ""SHPO Consultation"", ""Zooarchaeology (Faunal Analysis)""]",53240.0,61356.0,USD,https://example.com/demo/job/123,"Cultural Resources Planner at Capitol Heritage Advisors. Key skills include Accessioning & Cataloging, Emergency Preparedness (Collections/Sites), Metal Conservation, NEPA, SHPO Consultation. This is synthetic demo data.",0.283
ACRA,Collections Specialist,Great Lakes CRM,"Portland, OR",Portland,OR,45.5152,-122.6784,2026-01-18,lab/analyst,senior,California Environmental Quality Act;Co-Management Agreements;Data Visualization;MIDAS Heritage Standard;PastPerfect CMS;Phase II Evaluation/Testing,"[""California Environmental Quality Act"", ""Co-Management Agreements"", ""Data Visualization"", ""MIDAS Heritage Standard"", ""PastPerfect CMS"", ""Phase II Evaluation/Testing""]",96816.0,115622.0,USD,https://example.com/demo/job/124,"Collections Specialist at Great Lakes CRM. Key skills include California Environmental Quality Act, Co-Management Agreements, Data Visualization, MIDAS Heritage Standard, PastPerfect CMS. This is synthetic demo data.",0.333
AAA,Project Director,High Plains Cultural Resources,"Boston, MA",Boston,MA,42.3601,-71.0589,2025-10-26,pm/pi,entry,Crew Chief / Field Director;State Historic Record Systems (e.g.;Zooarchaeology (Faunal Analysis),"[""Crew Chief / Field Director"", ""State Historic Record Systems (e.g."", ""Zooarchaeology (Faunal Analysis)""]",45312.0,54003.0,USD,https://example.com/demo/job/125,"Project Director at High Plains Cultural Resources. Key skills include Crew Chief / Field Director, State Historic Record Systems (e.g., Zooarchaeology (Faunal Analysis). This is synthetic demo data.",0.398
AAA,Zooarchaeology Analyst,Sunbelt Heritage Solutions,"Austin, TX",Austin,TX,30.2672,-97.7431,2025-12-03,lab/analyst,entry,Adaptive Reuse Planning;Mitigation Planning & Implementation;Soil Micromorphology,"[""Adaptive Reuse Planning"", ""Mitigation Planning & Implementation"", ""Soil Micromorphology""]",,,,https://example.com/demo/job/126,"Zooarchaeology Analyst at Sunbelt Heritage Solutions. Key skills include Adaptive Reuse Planning, Mitigation Planning & Implementation, Soil Micromorphology. This is synthetic demo data.",0.306
ACRA,Senior Archaeology Technician,Heritage Research Group,"Chicago, IL",Chicago,IL,41.8781,-87.6298,2025-11-26,field-tech,senior,Post-Disaster Damage Assessment;Resource Condition Assessment;Section 106;Viewshed Analysis,"[""Post-Disaster Damage Assessment"", ""Resource Condition Assessment"", ""Section 106"", ""Viewshed Analysis""]",,,,https://example.com/demo/job/127,"Senior Archaeology Technician at Heritage Research Group. Key skills include Post-Disaster Damage Assessment, Resource Condition Assessment, Section 106, Viewshed Analysis. This is synthetic demo data.",0.338
ACRA,Program Manager,Cultural Resource Consultants,"Minneapolis, MN",Minneapolis,MN,44.9778,-93.265,2025-10-21,pm/pi,senior,Budget & Cost Control (Preservation);Collections Metadata (Dublin Core/PREMIS);DEIA Practices in Heritage Work;Mukurtu (Community Protocol CMS);NEPA;Section 4(f) Evaluation;THPO Consultation,"[""Budget & Cost Control (Preservation)"", ""Collections Metadata (Dublin Core/PREMIS)"", ""DEIA Practices in Heritage Work"", ""Mukurtu (Community Protocol CMS)"", ""NEPA"", ""Section 4(f) Evaluation"", ""THPO Consultation""]",77848.0,96650.0,USD,https://example.com/demo/job/128,"Program Manager at Cultural Resource Consultants. Key skills include Budget & Cost Control (Preservation), Collections Metadata (Dublin Core/PREMIS), DEIA Practices in Heritage Work, Mukurtu (Community Protocol CMS), NEPA. This is synthetic demo data.",0.384
AAA,Senior Program Manager,Western CRM Partners,"Phoenix, AZ",Phoenix,AZ,33.4484,-112.074,2026-01-16,pm/pi,senior,Conservation Management Plan;PastPerfect CMS;Preventive Conservation;Section 106;Viewshed Analysis,"[""Conservation Management Plan"", ""PastPerfect CMS"", ""Preventive Conservation"", ""Section 106"", ""Viewshed Analysis""]",,,,https://example.com/demo/job/129,"Senior Program Manager at Western CRM Partners. Key skills include Conservation Management Plan, PastPerfect CMS, Preventive Conservation, Section 106, Viewshed Analysis. This is synthetic demo data.",0.23
AAA,Lab Analyst,ArchaeoLab Services,"Phoenix, AZ",Phoenix,AZ,33.4484,-112.074,2025-11-25,lab/analyst,mid,Adaptive Reuse Planning;Geoarchaeology;Technical Editing,"[""Adaptive Reuse Planning"", ""Geoarchaeology"", ""Technical Editing""]",56595.0,67604.0,USD,https://example.com/demo/job/130,"Lab Analyst at ArchaeoLab Services. Key skills include Adaptive Reuse Planning, Geoarchaeology, Technical Editing. This is synthetic demo data.",-0.036
ACRA,Artifact Analyst,Preservation Strategy Studio,"San Diego, CA",San Diego,CA,32.7157,-117.1611,2025-12-28,lab/analyst,entry,Adobe Illustrator;Archaeological Resources Protection Act;Magnetometry Survey;Principal Investigator (PI),"[""Adobe Illustrator"", ""Archaeological Resources Protection Act"", ""Magnetometry Survey"", ""Principal Investigator (PI)""]",45881.0,52353.0,USD,https://example.com/demo/job/131,"Artifact Analyst at Preservation Strategy Studio. Key skills include Adobe Illustrator, Archaeological Resources Protection Act, Magnetometry Survey, Principal Investigator (PI). This is synthetic demo data.",0.089
AAA,Zooarchaeology Analyst,GeoCultural Analytics,"Sacramento, CA",Sacramento,CA,38.5816,-121.4944,2026-01-09,lab/analyst,entry,Historic Tax Credit Applications;Omeka S (Digital Exhibits);Programmatic Agreements (PAs);Radiocarbon Sampling/Interpretation;SOI Professional Qualifications;Section 106;Viewshed Analysis;World Heritage Site Management,"[""Historic Tax Credit Applications"", ""Omeka S (Digital Exhibits)"", ""Programmatic Agreements (PAs)"", ""Radiocarbon Sampling/Interpretation"", ""SOI Professional Qualifications"", ""Section 106"", ""Viewshed Analysis"", ""World Heritage Site Management""]",44444.0,50900.0,USD,https://example.com/demo/job/132,"Zooarchaeology Analyst at GeoCultural Analytics. Key skills include Historic Tax Credit Applications, Omeka S (Digital Exhibits), Programmatic Agreements (PAs), Radiocarbon Sampling/Interpretation, SOI Professional Qualifications. This is synthetic demo data.",-0.031
ACRA,Zooarchaeology Analyst,Regional Heritage Associates,"Los Angeles, CA",Los Angeles,CA,34.0522,-118.2437,2025-10-16,lab/analyst,senior,Budgeting & Scheduling;Built Environment Survey;Collections Metadata (Dublin Core/PREMIS);FPIC (Free;NEPA;Phase I Archaeological Survey;Phase II Evaluation/Testing;Plaster Conservation;Section 106,"[""Budgeting & Scheduling"", ""Built Environment Survey"", ""Collections Metadata (Dublin Core/PREMIS)"", ""FPIC (Free"", ""NEPA"", ""Phase I Archaeological Survey"", ""Phase II Evaluation/Testing"", ""Plaster Conservation"", ""Section 106""]",74590.0,91959.0,USD,https://example.com/demo/job/133,"Zooarchaeology Analyst at Regional Heritage Associates. Key skills include Budgeting & Scheduling, Built Environment Survey, Collections Metadata (Dublin Core/PREMIS), FPIC (Free, NEPA. This is synthetic demo data.",-0.164
ACRA,Archaeology Technician,Frontier Cultural Resources,"Chicago, IL",Chicago,IL,41.8781,-87.6298,2026-01-07,field-tech,entry,Client/Stakeholder Management;Conservation Treatment Proposals;Contract Deliverables Management;Heritage Management Plan;SOI Professional Qualifications;Scientific Diving (AAUS);Section 106;Structure-from-Motion Photogrammetry,"[""Client/Stakeholder Management"", ""Conservation Treatment Proposals"", ""Contract Deliverables Management"", ""Heritage Management Plan"", ""SOI Professional Qualifications"", ""Scientific Diving (AAUS)"", ""Section 106"", ""Structure-from-Motion Photogrammetry""]",,,,https://example.com/demo/job/134,"Archaeology Technician at Frontier Cultural Resources. Key skills include Client/Stakeholder Management, Conservation Treatment Proposals, Contract Deliverables Management, Heritage Management Plan, SOI Professional Qualifications. This is synthetic demo data.",0.323
AAA,Zooarchaeology Analyst,Sagebrush Archaeology,"San Antonio, TX",San Antonio,TX,29.4241,-98.4936,2025-12-09,lab/analyst,mid,Accessibility & ADA in Historic Settings;Esri Collector;PostGIS;Venice Charter Principles,"[""Accessibility & ADA in Historic Settings"", ""Esri Collector"", ""PostGIS"", ""Venice Charter Principles""]",66772.0,78825.0,USD,https://example.com/demo/job/135,"Zooarchaeology Analyst at Sagebrush Archaeology. Key skills include Accessibility & ADA in Historic Settings, Esri Collector, PostGIS, Venice Charter Principles. This is synthetic demo data.",0.126
ACRA,Senior Artifact Analyst,Bay Area Preservation,"San Antonio, TX",San Antonio,TX,29.4241,-98.4936,2025-11-11,lab/analyst,senior,Adobe Photoshop;Crew Chief / Field Director;Emergency Stabilization (Historic Fabric);NEPA;Section 106,"[""Adobe Photoshop"", ""Crew Chief / Field Director"", ""Emergency Stabilization (Historic Fabric)"", ""NEPA"", ""Section 106""]",91137.0,110625.0,USD,https://example.com/demo/job/136,"Senior Artifact Analyst at Bay Area Preservation. Key skills include Adobe Photoshop, Crew Chief / Field Director, Emergency Stabilization (Historic Fabric), NEPA, Section 106. This is synthetic demo data.",-0.063
ACRA,Senior Zooarchaeology Analyst,Capitol Heritage Advisors,"Los Angeles, CA",Los Angeles,CA,34.0522,-118.2437,2025-12-06,lab/analyst,lead/PI,Adobe Photoshop;Conservation Management Plan;Historic Preservation Plan;Programmatic Agreements (PAs);R;Scientific Diving (AAUS);Section 106;Stone Conservation;Terrestrial Laser Scanning (TLS),"[""Adobe Photoshop"", ""Conservation Management Plan"", ""Historic Preservation Plan"", ""Programmatic Agreements (PAs)"", ""R"", ""Scientific Diving (AAUS)"", ""Section 106"", ""Stone Conservation"", ""Terrestrial Laser Scanning (TLS)""]",101092.0,120678.0,USD,https://example.com/demo/job/137,"Senior Zooarchaeology Analyst at Capitol Heritage Advisors. Key skills include Adobe Photoshop, Conservation Management Plan, Historic Preservation Plan, Programmatic Agreements (PAs), R. This is synthetic demo data.",0.442
AAA,Field Technician,Great Lakes CRM,"Raleigh, NC",Raleigh,NC,35.7796,-78.6382,2025-12-23,field-tech,entry,Curation Agreements;Historic Structures Report (HSR);LiDAR;Masonry Conservation;NEPA;NEPA Class of Action;Phase I Archaeological Survey;R;Radiocarbon Sampling/Interpretation,"[""Curation Agreements"", ""Historic Structures Report (HSR)"", ""LiDAR"", ""Masonry Conservation"", ""NEPA"", ""NEPA Class of Action"", ""Phase I Archaeological Survey"", ""R"", ""Radiocarbon Sampling/Interpretation""]",50285.0,58020.0,USD,https://example.com/demo/job/138,"Field Technician at Great Lakes CRM. Key skills include Curation Agreements, Historic Structures Report (HSR), LiDAR, Masonry Conservation, NEPA. This is synthetic demo data.",0.261
ACRA,Project Manager,High Plains Cultural Resources,"Phoenix, AZ",Phoenix,AZ,33.4484,-112.074,2025-11-29,pm/pi,entry,Digitization & Georeferencing;FPIC (Free;NEPA;OSHA HAZWOPER 40-hour,"[""Digitization & Georeferencing"", ""FPIC (Free"", ""NEPA"", ""OSHA HAZWOPER 40-hour""]",50228.0,60889.0,USD,https://example.com/demo/job/139,"Project Manager at High Plains Cultural Resources. Key skills include Digitization & Georeferencing, FPIC (Free, NEPA, OSHA HAZWOPER 40-hour. This is synthetic demo data.",-0.125
ACRA,Collections Specialist,Sunbelt Heritage Solutions,"Albuquerque, NM",Albuquerque,NM,35.0844,-106.6504,2026-01-18,lab/analyst,mid,ArcGIS Online;Budget & Cost Control (Preservation);CIDOC CRM (Heritage Semantics);Drone (UAV) Mapping;MIDAS Heritage Standard;SOI Treatment Standards (Preserve/Rehab/Restore/Reconstruct);World Heritage Site Management,"[""ArcGIS Online"", ""Budget & Cost Control (Preservation)"", ""CIDOC CRM (Heritage Semantics)"", ""Drone (UAV) Mapping"", ""MIDAS Heritage Standard"", ""SOI Treatment Standards (Preserve/Rehab/Restore/Reconstruct)"", ""World Heritage Site Management""]",62969.0,73669.0,USD,https://example.com/demo/job/140,"Collections Specialist at Sunbelt Heritage Solutions. Key skills include ArcGIS Online, Budget & Cost Control (Preservation), CIDOC CRM (Heritage Semantics), Drone (UAV) Mapping, MIDAS Heritage Standard. This is synthetic demo data.",0.258
ACRA,Program Manager,Heritage Research Group,"Tucson, AZ",Tucson,AZ,32.2226,-110.9747,2025-12-16,pm/pi,entry,Design Review for Historic Properties;NRHP Evaluation Criteria;Post-Disaster Damage Assessment;Section 106;Soil Micromorphology;Venice Charter Principles,"[""Design Review for Historic Properties"", ""NRHP Evaluation Criteria"", ""Post-Disaster Damage Assessment"", ""Section 106"", ""Soil Micromorphology"", ""Venice Charter Principles""]",49109.0,58392.0,USD,https://example.com/demo/job/141,"Program Manager at Heritage Research Group. Key skills include Design Review for Historic Properties, NRHP Evaluation Criteria, Post-Disaster Damage Assessment, Section 106, Soil Micromorphology. This is synthetic demo data.",0.426
ACRA,Zooarchaeology Analyst,Cultural Resource Consultants,"Tucson, AZ",Tucson,AZ,32.2226,-110.9747,2025-12-19,lab/analyst,mid,Climate Adaptation for Heritage;Electrical Resistivity;ICOMOS Ethical Guidelines;NEPA;Paleoethnobotany/Archaeobotany;Transportation Resource Evaluation,"[""Climate Adaptation for Heritage"", ""Electrical Resistivity"", ""ICOMOS Ethical Guidelines"", ""NEPA"", ""Paleoethnobotany/Archaeobotany"", ""Transportation Resource Evaluation""]",65305.0,72561.0,USD,https://example.com/demo/job/142,"Zooarchaeology Analyst at Cultural Resource Consultants. Key skills include Climate Adaptation for Heritage, Electrical Resistivity, ICOMOS Ethical Guidelines, NEPA, Paleoethnobotany/Archaeobotany. This is synthetic demo data.",0.327
AAA,Architectural Historian,Western CRM Partners,"Chicago, IL",Chicago,IL,41.8781,-87.6298,2026-01-08,architectural-historian,entry,Built Environment Survey;DEIA Practices in Heritage Work;Microsoft Project;Mortar Analysis & Repointing;NEPA;Remote Sensing Classification;State Environmental Policy Act;State Site Form & Records Submission,"[""Built Environment Survey"", ""DEIA Practices in Heritage Work"", ""Microsoft Project"", ""Mortar Analysis & Repointing"", ""NEPA"", ""Remote Sensing Classification"", ""State Environmental Policy Act"", ""State Site Form & Records Submission""]",,,,https://example.com/demo/job/143,"Architectural Historian at Western CRM Partners. Key skills include Built Environment Survey, DEIA Practices in Heritage Work, Microsoft Project, Mortar Analysis & Repointing, NEPA. This is synthetic demo data.",-0.162
AAA,Crew Chief,ArchaeoLab Services,"Minneapolis, MN",Minneapolis,MN,44.9778,-93.265,2025-12-14,field-tech,mid,Accessibility & ADA in Historic Settings;Dendrochronology;Drone (UAV) Mapping;HABS/HAER/HALS Documentation;QGIS;Revit (BIM for Heritage);Technical Editing,"[""Accessibility & ADA in Historic Settings"", ""Dendrochronology"", ""Drone (UAV) Mapping"", ""HABS/HAER/HALS Documentation"", ""QGIS"", ""Revit (BIM for Heritage)"", ""Technical Editing""]",,,,https://example.com/demo/job/144,"Crew Chief at ArchaeoLab Services. Key skills include Accessibility & ADA in Historic Settings, Dendrochronology, Drone (UAV) Mapping, HABS/HAER/HALS Documentation, QGIS. This is synthetic demo data.",0.102
AAA,Crew Chief,Preservation Strategy Studio,"Washington, DC",Washington,DC,38.9072,-77.0369,2025-11-30,field-tech,lead/PI,Adobe Photoshop;ArcGIS Online;Fundraising & Sponsorship (Heritage);MSHA Surface Miner;NRHP Determination of Eligibility;NRHP Integrity Assessment;Omeka S (Digital Exhibits);PastPerfect CMS,"[""Adobe Photoshop"", ""ArcGIS Online"", ""Fundraising & Sponsorship (Heritage)"", ""MSHA Surface Miner"", ""NRHP Determination of Eligibility"", ""NRHP Integrity Assessment"", ""Omeka S (Digital Exhibits)"", ""PastPerfect CMS""]",95997.0,111167.0,USD,https://example.com/demo/job/145,"Crew Chief at Preservation Strategy Studio. Key skills include Adobe Photoshop, ArcGIS Online, Fundraising & Sponsorship (Heritage), MSHA Surface Miner, NRHP Determination of Eligibility. This is synthetic demo data.",0.333
AAA,Archaeology Technician,GeoCultural Analytics,"Albuquerque, NM",Albuquerque,NM,35.0844,-106.6504,2026-01-23,field-tech,mid,Adaptive Reuse Planning;Budgeting & Scheduling;Collections Conservation Planning;Pedestrian Survey;Program Evaluation (KPIs/Outcomes);Section 106;Site Management Plan,"[""Adaptive Reuse Planning"", ""Budgeting & Scheduling"", ""Collections Conservation Planning"", ""Pedestrian Survey"", ""Program Evaluation (KPIs/Outcomes)"", ""Section 106"", ""Site Management Plan""]",74560.0,91358.0,USD,https://example.com/demo/job/146,"Archaeology Technician at GeoCultural Analytics. Key skills include Adaptive Reuse Planning, Budgeting & Scheduling, Collections Conservation Planning, Pedestrian Survey, Program Evaluation (KPIs/Outcomes). This is synthetic demo data.",-0.191
AAA,Senior Archaeology Technician,Regional Heritage Associates,"Minneapolis, MN",Minneapolis,MN,44.9778,-93.265,2025-11-09,field-tech,lead/PI,Climate Adaptation for Heritage;Curation Agreements;NEPA;Omeka S (Digital Exhibits);Section 106;The Museum System (TMS),"[""Climate Adaptation for Heritage"", ""Curation Agreements"", ""NEPA"", ""Omeka S (Digital Exhibits)"", ""Section 106"", ""The Museum System (TMS)""]",,,,https://example.com/demo/job/147,"Senior Archaeology Technician at Regional Heritage Associates. Key skills include Climate Adaptation for Heritage, Curation Agreements, NEPA, Omeka S (Digital Exhibits), Section 106. This is synthetic demo data.",0.01
AAA,Architectural Historian,Frontier Cultural Resources,"Denver, CO",Denver,CO,39.7392,-104.9903,2026-01-15,architectural-historian,senior,Chance Find/Stop-Work Protocols;Collections Metadata (Dublin Core/PREMIS);Conservation Management Plan;HABS/HAER/HALS Documentation;Section 106;Stakeholder Mapping;Technical Editing,"[""Chance Find/Stop-Work Protocols"", ""Collections Metadata (Dublin Core/PREMIS)"", ""Conservation Management Plan"", ""HABS/HAER/HALS Documentation"", ""Section 106"", ""Stakeholder Mapping"", ""Technical Editing""]",82886.0,106674.0,USD,https://example.com/demo/job/148,"Architectural Historian at Frontier Cultural Resources. Key skills include Chance Find/Stop-Work Protocols, Collections Metadata (Dublin Core/PREMIS), Conservation Management Plan, HABS/HAER/HALS Documentation, Section 106. This is synthetic demo data.",0.108
AAA,Historic Preservation Specialist,Sagebrush Archaeology,"Minneapolis, MN",Minneapolis,MN,44.9778,-93.265,2025-11-15,architectural-historian,mid,Compliance Tracking Systems;Drone (UAV) Mapping;Emergency Preparedness (Collections/Sites);Ethnographic Research Methods;Heritage Management Plan;LiDAR Processing;Magnetometry Survey;Section 106,"[""Compliance Tracking Systems"", ""Drone (UAV) Mapping"", ""Emergency Preparedness (Collections/Sites)"", ""Ethnographic Research Methods"", ""Heritage Management Plan"", ""LiDAR Processing"", ""Magnetometry Survey"", ""Section 106""]",71089.0,87524.0,USD,https://example.com/demo/job/149,"Historic Preservation Specialist at Sagebrush Archaeology. Key skills include Compliance Tracking Systems, Drone (UAV) Mapping, Emergency Preparedness (Collections/Sites), Ethnographic Research Methods, Heritage Management Plan. This is synthetic demo data.",-0.004
AAA,Senior Archaeology Technician,Bay Area Preservation,"Chicago, IL",Chicago,IL,41.8781,-87.6298,2026-01-17,field-tech,senior,Collections Conservation Planning;Conservation Plan;NEPA;NPS Preservation Briefs & Bulletins;Oral History Methods;Revit (BIM for Heritage);THPO Consultation;Wilderness First Aid,"[""Collections Conservation Planning"", ""Conservation Plan"", ""NEPA"", ""NPS Preservation Briefs & Bulletins"", ""Oral History Methods"", ""Revit (BIM for Heritage)"", ""THPO Consultation"", ""Wilderness First Aid""]",81546.0,105165.0,USD,https://example.com/demo/job/150,"Senior Archaeology Technician at Bay Area Preservation. Key skills include Collections Conservation Planning, Conservation Plan, NEPA, NPS Preservation Briefs & Bulletins, Oral History Methods. This is synthetic demo data.",0.271
AAA,Artifact Analyst,Capitol Heritage Advisors,"Salt Lake City, UT",Salt Lake City,UT,40.7608,-111.891,2026-01-14,lab/analyst,senior,Adaptive Reuse Planning;Archaeological Resources Protection Act;FAA Part 107 Remote Pilot;Heritage Management Plan;Mukurtu (Community Protocol CMS);NRHP Integrity Assessment;Proposal/Scope Writing (RFP/RFQ);Resource Condition Assessment,"[""Adaptive Reuse Planning"", ""Archaeological Resources Protection Act"", ""FAA Part 107 Remote Pilot"", ""Heritage Management Plan"", ""Mukurtu (Community Protocol CMS)"", ""NRHP Integrity Assessment"", ""Proposal/Scope Writing (RFP/RFQ)"", ""Resource Condition Assessment""]",94665.0,111518.0,USD,https://example.com/demo/job/151,"Artifact Analyst at Capitol Heritage Advisors. Key skills include Adaptive Reuse Planning, Archaeological Resources Protection Act, FAA Part 107 Remote Pilot, Heritage Management Plan, Mukurtu (Community Protocol CMS). This is synthetic demo data.",0.291
ACRA,Archaeology Technician,Great Lakes CRM,"Raleigh, NC",Raleigh,NC,35.7796,-78.6382,2025-10-18,field-tech,entry,CIDOC CRM (Heritage Semantics);Collections Curation (36 CFR 79);Crew Chief / Field Director;Paleoethnobotany/Archaeobotany;Repository Standards & Agreements;SHPO Consultation;Section 106 Finding of Effect;State Environmental Policy Act,"[""CIDOC CRM (Heritage Semantics)"", ""Collections Curation (36 CFR 79)"", ""Crew Chief / Field Director"", ""Paleoethnobotany/Archaeobotany"", ""Repository Standards & Agreements"", ""SHPO Consultation"", ""Section 106 Finding of Effect"", ""State Environmental Policy Act""]",47432.0,59343.0,USD,https://example.com/demo/job/152,"Archaeology Technician at Great Lakes CRM. Key skills include CIDOC CRM (Heritage Semantics), Collections Curation (36 CFR 79), Crew Chief / Field Director, Paleoethnobotany/Archaeobotany, Repository Standards & Agreements. This is synthetic demo data.",-0.131
ACRA,Project Director,High Plains Cultural Resources,"Los Angeles, CA",Los Angeles,CA,34.0522,-118.2437,2026-01-30,pm/pi,mid,Conservation Plan;Disaster Risk Reduction & Response;Local Preservation Ordinances;Quality Assurance / Quality Control;SQL;Section 106;State Environmental Policy Act,"[""Conservation Plan"", ""Disaster Risk Reduction & Response"", ""Local Preservation Ordinances"", ""Quality Assurance / Quality Control"", ""SQL"", ""Section 106"", ""State Environmental Policy Act""]",70819.0,79531.0,USD,https://example.com/demo/job/153,"Project Director at High Plains Cultural Resources. Key skills include Conservation Plan, Disaster Risk Reduction & Response, Local Preservation Ordinances, Quality Assurance / Quality Control, SQL. This is synthetic demo data.",-0.119
ACRA,Senior Historic Preservation Specialist,Sunbelt Heritage Solutions,"Salt Lake City, UT",Salt Lake City,UT,40.7608,-111.891,2025-10-10,architectural-historian,senior,Arches Heritage Inventory Platform;Design Review for Historic Properties;HIA (Heritage Impact Assessment);Section 106;Viewshed and Setting Analysis,"[""Arches Heritage Inventory Platform"", ""Design Review for Historic Properties"", ""HIA (Heritage Impact Assessment)"", ""Section 106"", ""Viewshed and Setting Analysis""]",,,,https://example.com/demo/job/154,"Senior Historic Preservation Specialist at Sunbelt Heritage Solutions. Key skills include Arches Heritage Inventory Platform, Design Review for Historic Properties, HIA (Heritage Impact Assessment), Section 106, Viewshed and Setting Analysis. This is synthetic demo data.",-0.184
AAA,Collections Specialist,Heritage Research Group,"Seattle, WA",Seattle,WA,47.6062,-122.3321,2025-11-29,lab/analyst,entry,Client/Stakeholder Management;Community Outreach & Interpretation;Conservation Plan;Preventive Conservation & Rehousing;RTK GNSS Survey;Remote Sensing Classification;Section 106;Venice Charter Principles,"[""Client/Stakeholder Management"", ""Community Outreach & Interpretation"", ""Conservation Plan"", ""Preventive Conservation & Rehousing"", ""RTK GNSS Survey"", ""Remote Sensing Classification"", ""Section 106"", ""Venice Charter Principles""]",45022.0,50548.0,USD,https://example.com/demo/job/155,"Collections Specialist at Heritage Research Group. Key skills include Client/Stakeholder Management, Community Outreach & Interpretation, Conservation Plan, Preventive Conservation & Rehousing, RTK GNSS Survey. This is synthetic demo data.",-0.18
ACRA,Program Manager,Cultural Resource Consultants,"Boston, MA",Boston,MA,42.3601,-71.0589,2025-12-12,pm/pi,mid,Construction Compliance Monitoring;Electrical Resistivity;FileMaker Pro;LiDAR;Mitigation Reporting & Closeout;Security Planning for Heritage Assets,"[""Construction Compliance Monitoring"", ""Electrical Resistivity"", ""FileMaker Pro"", ""LiDAR"", ""Mitigation Reporting & Closeout"", ""Security Planning for Heritage Assets""]",73918.0,82585.0,USD,https://example.com/demo/job/156,"Program Manager at Cultural Resource Consultants. Key skills include Construction Compliance Monitoring, Electrical Resistivity, FileMaker Pro, LiDAR, Mitigation Reporting & Closeout. This is synthetic demo data.",0.056
